======================================================================
Experiment Log: CCAP-Net on SEED
Start Time: 2026-01-14 20:05:33
======================================================================


======================================================================
SEED Session 1 Training Start
======================================================================
Training subject 1/15, Session 1, Dataset SEED
[2026-01-14 20:27:18] Epoch  860/1200 | Loss: 1.6557 (PIL: 0.0298, Trans: 1.6258) | Src Acc: 99.33% | Tgt Acc: 63.55%
[2026-01-14 20:27:32] Epoch  870/1200 | Loss: 1.6721 (PIL: 0.0237, Trans: 1.6484) | Src Acc: 100.00% | Tgt Acc: 63.88%
[2026-01-14 20:27:46] Epoch  880/1200 | Loss: 1.6806 (PIL: 0.0355, Trans: 1.6451) | Src Acc: 100.00% | Tgt Acc: 63.97%
[2026-01-14 20:28:00] Epoch  890/1200 | Loss: 1.6634 (PIL: 0.0302, Trans: 1.6331) | Src Acc: 99.93% | Tgt Acc: 64.08%
[2026-01-14 20:28:15] Epoch  900/1200 | Loss: 1.6450 (PIL: 0.0200, Trans: 1.6250) | Src Acc: 100.00% | Tgt Acc: 67.62%
[2026-01-14 20:28:31] Epoch  910/1200 | Loss: 1.6540 (PIL: 0.0209, Trans: 1.6331) | Src Acc: 99.89% | Tgt Acc: 64.67%
[2026-01-14 20:28:47] Epoch  920/1200 | Loss: 1.6923 (PIL: 0.0338, Trans: 1.6585) | Src Acc: 99.98% | Tgt Acc: 63.82%
[2026-01-14 20:29:03] Epoch  930/1200 | Loss: 1.6546 (PIL: 0.0314, Trans: 1.6231) | Src Acc: 99.86% | Tgt Acc: 70.01%
[2026-01-14 20:29:19] Epoch  940/1200 | Loss: 1.6726 (PIL: 0.0287, Trans: 1.6438) | Src Acc: 99.97% | Tgt Acc: 75.16%
[2026-01-14 20:29:35] Epoch  950/1200 | Loss: 1.7569 (PIL: 0.0513, Trans: 1.7056) | Src Acc: 99.83% | Tgt Acc: 73.54%
[2026-01-14 20:29:50] Epoch  960/1200 | Loss: 1.7090 (PIL: 0.0313, Trans: 1.6777) | Src Acc: 99.74% | Tgt Acc: 75.19%
[2026-01-14 20:30:06] Epoch  970/1200 | Loss: 1.7422 (PIL: 0.0611, Trans: 1.6811) | Src Acc: 99.59% | Tgt Acc: 75.28%
[2026-01-14 20:30:22] Epoch  980/1200 | Loss: 1.7167 (PIL: 0.0350, Trans: 1.6816) | Src Acc: 99.89% | Tgt Acc: 72.86%
[2026-01-14 20:30:37] Epoch  990/1200 | Loss: 1.7311 (PIL: 0.0370, Trans: 1.6940) | Src Acc: 99.82% | Tgt Acc: 73.39%
[2026-01-14 20:30:54] Epoch 1000/1200 | Loss: 1.7315 (PIL: 0.0424, Trans: 1.6890) | Src Acc: 99.91% | Tgt Acc: 74.31%
[2026-01-14 20:31:09] Epoch 1010/1200 | Loss: 1.7220 (PIL: 0.0605, Trans: 1.6614) | Src Acc: 99.93% | Tgt Acc: 74.72%
[2026-01-14 20:31:28] Epoch 1020/1200 | Loss: 1.8029 (PIL: 0.0959, Trans: 1.7070) | Src Acc: 99.89% | Tgt Acc: 71.86%
[2026-01-14 20:31:45] Epoch 1030/1200 | Loss: 1.7906 (PIL: 0.0904, Trans: 1.7002) | Src Acc: 99.76% | Tgt Acc: 73.51%
[2026-01-14 20:32:00] Epoch 1040/1200 | Loss: 1.7845 (PIL: 0.0891, Trans: 1.6955) | Src Acc: 99.86% | Tgt Acc: 69.89%
[2026-01-14 20:32:17] Epoch 1050/1200 | Loss: 1.8205 (PIL: 0.1142, Trans: 1.7063) | Src Acc: 100.00% | Tgt Acc: 69.86%
[2026-01-14 20:32:35] Epoch 1060/1200 | Loss: 1.7584 (PIL: 0.0712, Trans: 1.6872) | Src Acc: 99.86% | Tgt Acc: 72.66%
[2026-01-14 20:32:59] Epoch 1070/1200 | Loss: 1.7267 (PIL: 0.0485, Trans: 1.6782) | Src Acc: 99.97% | Tgt Acc: 74.07%
[2026-01-14 20:33:19] Epoch 1080/1200 | Loss: 1.7501 (PIL: 0.0522, Trans: 1.6979) | Src Acc: 99.92% | Tgt Acc: 74.72%
[2026-01-14 20:33:39] Epoch 1090/1200 | Loss: 1.7559 (PIL: 0.0681, Trans: 1.6878) | Src Acc: 99.65% | Tgt Acc: 76.02%
[2026-01-14 20:33:56] Epoch 1100/1200 | Loss: 1.7797 (PIL: 0.0706, Trans: 1.7091) | Src Acc: 99.84% | Tgt Acc: 76.87%
[2026-01-14 20:34:12] Epoch 1110/1200 | Loss: 1.7586 (PIL: 0.0624, Trans: 1.6962) | Src Acc: 99.74% | Tgt Acc: 77.67%
[2026-01-14 20:34:29] Epoch 1120/1200 | Loss: 1.8698 (PIL: 0.1227, Trans: 1.7472) | Src Acc: 99.50% | Tgt Acc: 82.23%
[2026-01-14 20:34:45] Epoch 1130/1200 | Loss: 1.8323 (PIL: 0.0943, Trans: 1.7380) | Src Acc: 99.99% | Tgt Acc: 73.31%
[2026-01-14 20:35:01] Epoch 1140/1200 | Loss: 1.7849 (PIL: 0.0674, Trans: 1.7175) | Src Acc: 99.91% | Tgt Acc: 78.23%
[2026-01-14 20:35:19] Epoch 1150/1200 | Loss: 1.7864 (PIL: 0.0745, Trans: 1.7118) | Src Acc: 99.98% | Tgt Acc: 78.02%
[2026-01-14 20:35:38] Epoch 1160/1200 | Loss: 1.7920 (PIL: 0.0843, Trans: 1.7077) | Src Acc: 99.81% | Tgt Acc: 75.99%
[2026-01-14 20:35:54] Epoch 1170/1200 | Loss: 1.8647 (PIL: 0.1250, Trans: 1.7397) | Src Acc: 99.87% | Tgt Acc: 75.81%
[2026-01-14 20:36:11] Epoch 1180/1200 | Loss: 1.8837 (PIL: 0.1304, Trans: 1.7533) | Src Acc: 99.99% | Tgt Acc: 72.36%
